en,ar,source,type,section,confidence,hash
Enge-Recklinghausen disease (osteitis fibrosa cystica),داء إينغل ريكلنغهاوزن التهاب العظم الكيسي,dictionaries_master,term,,high,dc0c8e57348ba1f4297fc075e70ab466
spinal arteries (rami spinales arteriae vertebrales NA),الشرايين النخاعية الفروع النخاعية للشريان,dictionaries_master,sentence,,high,f62a1f0131ceba81bbc0481e6a03de50
Morgagni's hyperostosis (hyperostosis frontalis interna),فرط التعظم المورغاني فرط تعظم باطن العظم,dictionaries_master,term,,high,375ca3da52b66f3c41c47de3254e0719
margo inferomedialis cerebri NA (margo medialis cerebri),الحافة السفلية الإنسية للمخ الحافة الإنسية,dictionaries_master,sentence,,high,3025011051694a60666f3298b277ee3f
parapsoriasis guttata (pityriasis lichenoides chronicus),نظيرة الصدفية النقطية النخالية الحزازية,dictionaries_master,term,,high,6278d73c2100fc87abc2689881f3ac0c
acute interstitial pneumonitis (acute atypical pneumonia),التهاب رئوي خلالي حاد التهاب رئوي لانموذجي,dictionaries_master,term,,high,dda2283b1a334293cdf829f1fde1c45e
transpedicularly implanted anterior spinal support device,جهيزة دعام النخاع الأمامي المغروسة عبر,dictionaries_master,term,,high,5d843b8e55f2cdcca7fd5b570163ea02
tuberosity of pubic bone (tuberculum pubicum ossis pubis),أحدوبة عظم العانة الحديبة العانية للعظم,dictionaries_master,sentence,,high,9b00261a0aaeb855d9bd93780f9172f6
Coats' disease (chronic progressive exudative retinopathy),داء كوتس اعتلال الشبكية النضحي المترقي,dictionaries_master,term,,high,dc1f13c5642a355fcc3e4bd7dc01fa10
p:acute parenchymatous hepatitis (massive hepatic hepatitis),التهاب الكبد المتني الحاد التهاب الكبد,dictionaries_master,term,,high,0f2935599cbad060dce04c08f00082fa
Horner's muscle (pars lacrimalis musculi orbicularis oculi),عضلة هورنر الجزء الدمعي لعضلة العين,dictionaries_master,sentence,,high,0394d7b2eb52e25d0b429ff010a1ae44
p;basilar groove of sphenoid bone (clivus ossis sphenoidalis),التلم القاعدي للعظم الوتدي محدر العظم,dictionaries_master,sentence,,high,765014df773a227a611ebf3108911aae
p;ichthyosis palmaris et plantaris (palmoplantar keratoderma),سماك الراحة و الأخمص تقرن جلد الراحة,dictionaries_master,term,,high,a19b58ea007d136b9a742edf8b7b60d9
p;inferior capsular artery (arteria suprarenalis inferior NA),الشريان المحفظي السفلي الشريان الكظري,dictionaries_master,sentence,,high,2ef97043d871992bc4a0d9c97ad1129e
p;temporal crest of frontal bone (linea temporalis frontalis),العرف الصدغي للعظم الجبهي الخط الصدغي,dictionaries_master,sentence,,high,9d5530b2e6acc145d5aecdd71a77db52
Vincent's disease (necrotizing ulcerative gingivostomatitis),داء فنسان التهاب اللثة والفم التقرحي,dictionaries_master,term,,high,687755f6f43e32b3019a6708ca0d1583
p<ramus spinalis ramorum posteriorum arteriarum intercostalium,الفرع النخاعي للفروع الخلفية للشريان,dictionaries_master,term,,high,67ccb788ab6abb0c98a52db9dc271ebd
Er-Duchenne paralysis (pseudohypertrophic muscular dystrophy),شلل إيربدوشين الحثل العضلي الضخامي,dictionaries_master,term,,high,997babc8898bea0d06c2aa9f6d18646f
p>obliterated hypogastric artery (ligamentum umbilicale mediale),الشريان الخثلي المستد الرباط السري,dictionaries_master,term,,high,1a212005aadafdbe97d4534bf1cce974
CAmerica College o Occupational an Environmenta Medicine (ACOEM),الكلية الأمريكية للطب المهني,dictionaries_master,sentence,,high,db49ab7769cf5fb5bb979f8c71933fe0
Fpartes genitales externae viriles (organa genitalia masculina externa),الأعضاء التناسلية الظاهرة,dictionaries_master,sentence,,high,d16a1e31fdd350ce0deb6dd59e6f92dd
pachometer,مِقْياسُ الثَّخانَة,dictionaries_master,term,,high,f69494157ade81d5824ee50c16c87c65
pachymeter,مِقْياسُ الثِّخَن (للقرنية),dictionaries_master,term,,high,5636c41be2c12b957832b2f8adea48ad
pain nerve,عصب,dictionaries_master,term,,high,972bf7bfd2c3d2c03f481bf53e095845
pain spo,بقع,dictionaries_master,term,,high,fb67d879c157a93788613b1ea3eff099
painfully,حال : بأَلَم,dictionaries_master,term,,high,930038293e9fbee93f2a97bf20076629
painfully Apainstaking,رنجبر، زحمت‌ كش‌، ساعي‌، رنج‌ برنده‌,dictionaries_master,term,,high,f3f9a5d3a17d9d9976fa9f120cba2418
painkiller,مُسَكِّنُ الأَلَم,dictionaries_master,term,,high,80096e0c932201536c8d474547612ba0
painlesses!palae,سابقة بمعنى,dictionaries_master,term,,high,1b3ad2e0c3b7b56ae2e77de8c4f16a80
painlessly,حال : عَلَى نَحْوٍ غَيْرِ مُؤْلِم,dictionaries_master,term,,high,db963f2a1a0381431ab23dae32f3a969
paintbrush,(à¾¹'·؛أرھ) n. ل»أ§·زتص,dictionaries_master,term,,high,f2717ff7a78adb12f018e588a14ceff6
painter's Bpainting,نقاشي‌,dictionaries_master,term,,high,52613e645cedbebfb59e15a21b205cce
painterly,(à¾¹'à·حإص) adj. à،صèآا،ر؛ھèز§تص,dictionaries_master,term,,high,98ff9c05053a13d966cfed61859d43bd
paintings¹pair,اسْم : زوج . اثنان . زوجان . خطيبان ---------------------------------------- فِعْل : يَقْرِن .,dictionaries_master,term,,high,e194cb5d2ce62d7c70ec969eef7956f7
paintre,ھèز§·زتص,dictionaries_master,term,,high,f116fd304e6366234d788205b1d6e4d6
paleograph,نسخه خطى,dictionaries_master,term,,high,d0e753891f1e397c2153b4b62fb68fab
palmospasm,تَشَنُّجُ الرَّاحَة,dictionaries_master,term,,high,833780445ff66bd4c1c0436565742185
pamplegia,شَلَلٌ شامِل,dictionaries_master,term,,high,2a426bc49294584c920810c42306beb9
pancreases Apanda,اسْم : البَنْدَة,dictionaries_master,term,,high,35fc49c3dd8cdcb331743360ff8266c9
pancreatic,بَنْكرِياسِيّ,dictionaries_master,term,,high,f788fef4151077e35e94a2933bdbef43
pancreaticislet Lpancreatico-,سابقة بمعنى البَنكرِيَاس,dictionaries_master,term,,high,35a87f9184a39441024a0c40abe2d874
pancreatin,بَنْكِرْ,dictionaries_master,term,,high,d2af41b66874354771f5f00d7f9b1ae3
pancreato,سابقة بمعنى البَنْكِرْيَاس,dictionaries_master,term,,high,498436acc4d3ad7b85edf3da1d38b26c
pancreato\pancreatoduodenectomy,اسْتِئْصالُ البَنْكِرْياسِ و الإِثْناعَشَرِيّ,dictionaries_master,term,,high,d6876f0d1ce0460c58bdf0f4c845b458
panhysterooophorectomy[panhysterocolpectomy,الاسْتِئْصالُ الشَّامِلُ للمَهْبِلِ و الرَّحِم,dictionaries_master,term,,high,13a9299885ef3c3321c6dfaf5c9e884b
panhysterooophorectomy,الاسْتِئْصالُ الشَّامِلُ للمَهْبِلِ و الرَّحِم,dictionaries_master,term,,high,65ca337ffd0928dbc13d158b6341a126
panplegias Ypanproctocolectomy,الاِسْتِئْصالُ الشّامِلُ للمُسْتَقيمِ و القَ,dictionaries_master,term,,high,a579ee873fab4dbec2e2c1fca8c28750
panspermys?pansphygmograph,مِخْطاطُ النَّبْضِ الشَّامِل,dictionaries_master,term,,high,f0b459cb3d2d61de7da45fc6db33662f
pantalgia,أَلَمٌ شامِل,dictionaries_master,term,,high,1b38b525eeded06a2de332c493bcdefb
pantograph,مِِنْساخٌ شَامِل,dictionaries_master,term,,high,9fa5771427b75ccd1309ebb4f8cc3531
pantoscope,عدسة عريضة,dictionaries_master,term,,high,849b0f9ebdec7dbedfd563d84f775567
papillaryridges Vpapillary tuber of liver,الحَدَبَةُ الحُلَيْمِيَّةُ للكَبِد,dictionaries_master,term,,high,30f377cb70ffe57bd5637537f4704c9d
papillosesjpapillosphincterotomy,قَطْعُ مَصَرَّةِ الحُلَيمَةِ (الإِثْناعَشَرِيَّة الكَبيرَة),dictionaries_master,term,,high,bc6b2c5472d6f07e97727d624c805dac
parablast,الأَرومَةُ المُجاوِرة,dictionaries_master,term,,high,cc9491afd5ed13058d9d64b5f412414e
paracecals)paracele,البُطَينُ الجانِبِيّ,dictionaries_master,term,,high,e3fe727c2ffe19529bd48e3bddc78cd1
paragraph,اسْم : فِقْرَة,dictionaries_master,term,,high,1dbe8c08d9b006e0e307b836694a752f
paralysant,مشل محدث,dictionaries_master,term,,high,232d48cd22572af805b1ad3895ab9e08
paralys,اسْم : شَلَل,dictionaries_master,term,,high,51b7790e7616d20b7dafdfbe715c62b0
paralysis:brachial plex,الضَّفيرَةُ العَضُدِيَّة,dictionaries_master,term,,high,19f9cc91fdd796d973c7b92016173000
paralysis Qgeneral paralysis of the insane,الخَزَلُ العَام,dictionaries_master,term,,high,f93f5f34374b7ce53de15934ccbe298f
paralysis Erb DuchenneFEr-Goldflam disease,داءُ إيرب - غُ,dictionaries_master,term,,high,0b0ac0c706d4e01c92fd2daf9223790d
paralysis BrownSéquar]Brownia-Zsigmondy movement,حَرَكَةٌ,dictionaries_master,term,,high,e766027dc86deb4cdd99e4286584d7f2
paralysis Klumpke Dejerinet Klumpk-Dejerine syndrome,مُتَلاَزِمَةُ كلومبكهة دِيجيرين (أذية للضفيرة العضدية),dictionaries_master,term,,high,e7d033eead07ecaf949e933c5baa3f14
paralysisambiguoaccessoriuseambiguospinothalamic,متعلق ب النَّوَاةِ المُلْتَبِسَة و النُّخَاعِ و المَهَاد,dictionaries_master,term,,high,e2651f5dfbaf3f717870c70f4faf3e58
paralysis Dejerine Klumpkeb Dejerin-Landouzy dystrophy,حَثَلُ دُوجرين,dictionaries_master,term,,high,9444ed3d5fc57e615a5dbb86600bdfab
paralysis Duchenne Erby Duchenn-Erb syndrome,مُتَلاَزِمَةُ دوشين-إيرب (أذية توليدية للجذع العلوي من الضفيرة العضدية),dictionaries_master,term,,high,074bd27de08311597a17ed4fa9a2ae5d
paralysis Kussmaul LandryKKussmau-Maier disease,داءُ كُوسماول -,dictionaries_master,term,,high,08111c6ad57d9abe733607c10324d292
paralyssa,داءُ الكَلَبِ الشَّلَلِيّ,dictionaries_master,term,,high,dbe5109195604e34d7b439e0c73e2482
paraplegia,شَلُلٌ سُفْلِيّ (شَلَلُ النِّصْفِ الأَسْفَل من الجِسْم),dictionaries_master,term,,high,4669074f928b7032f974ce4edc6301d3
paraplegiain-extensionnparaplegia-in-flexion,شَلَلٌ سُفْلِيٌّ تَشَنُّجِيٌّ انْثِنائِيّ,dictionaries_master,term,,high,c2eee2b08e3eb490fa3e59b8dc87ca6b
paraspasm,تَشَنُّجُ الجَانِبَيْن,dictionaries_master,term,,high,9c193ff5bcb0b949565e2cd7d495d7ec
parkometer,علوم مهندسى :,dictionaries_master,term,,high,e229054710c8ccbe19355a8e7334ef43
passometer,n. à¤أ×èح§ار´¨ر§ثاذ،,dictionaries_master,term,,high,c532719209794f854178c42350abe5c1
patch test,،زأ·´تح؛ہظءشل¾éâ´آ،زأ»ذµرا·سمثéل¾é (allergen)à¢éز،ر؛¼شاث¹ر§لإéاتر§à،µ´ظاèزءص»¯ش،شأشآزل¾éà،ش´¢ض,dictionaries_master,term,,high,4ab63170ea2c8a7832ba4a6a20126eb2
patent log,جهاز ذو أرياش لقياس سرعة,dictionaries_master,term,,high,71007974b00cf92058c311a9134d9de0
pathologic,بَاثُولُوجِيّ,dictionaries_master,term,,high,effd2793ab7dc4ebc25f20d59a980f1a
pathology,اسْم : الباثولوجيا . علم,dictionaries_master,term,,high,482b34859eb03666db85e5963e05cbb6
pathometer,مِقْياسُ انْتِشارُ المَرَض,dictionaries_master,term,,high,5a5175d57d8237a2395c43c3e5168bbd
peacele,نامن‌،ناراحت‌,dictionaries_master,term,,high,b6d4913ae0bf6d18b3c7320789739db0
pearl eye,n. µéح،أذ¨،,dictionaries_master,term,,high,720feea867325a9621c52ea17d3e71e8
pedialgia,أَلَمُ القَدَم,dictionaries_master,term,,high,d5ad247d4bfdcea70ed20b6d493f5dbb
pedograph,مُخَطَّطُ القَدَم,dictionaries_master,term,,high,15820c3cce24471c67c4a5d2a682fb28
peg cell,مَفْصِلٌ وَتَدِيّ,dictionaries_master,term,,high,5a3d2c44f9609f24e9cd4bf0441a6d51
peg cellss>peg-and-socket joint,مَفْصِلٌ وَتَدِيّ,dictionaries_master,term,,high,3ddb55cd88c313337c7615533e7d2838
pelvic bs)pelvic bone,عَظْمُ الوَرِك,dictionaries_master,term,,high,74e0063df4573079709cef0befb432ec
pelvigraph,مُخَطَّطُ حُدودِ الحَوض,dictionaries_master,term,,high,2ff26aee05146bffbee0da689b20649e
pelvimeter,مِقْياسُ الحَوض,dictionaries_master,term,,high,e18b85f7325c29e56fcbeec11d054f34
pelviotomy,بَضْعُ الحُوَيضَة,dictionaries_master,term,,high,2ff3a459f415b2324f1aea1e43c99eaa
pelviscope,مِنْظارُ الحَوض,dictionaries_master,term,,high,18c998b276671277a107b0e285d5cab4
pelviscopy,تَنْظيرُ الحَوض,dictionaries_master,term,,high,24937d5c18566563151ea582298f2c30
pelvoscopy,تَنْظيرُ الحَوض,dictionaries_master,term,,high,46d56f15431b384f651d059736c5c87b
penectomy,بتر,dictionaries_master,term,,high,0d094f2fdfe1f2ff4e471fdcfb83c338
pentameter,وزن من أوزان الشعر الأوروبي ذو خمسة,dictionaries_master,term,,high,fa0acec89fb3d65146e6b8d7f65fec8a
perialgia,أَلَمٌ مُبَرِّح,dictionaries_master,term,,high,a168008a73c72b20c9d770ca6a2e2543
periblast,حَوَائِطُ الأُرَيمَة,dictionaries_master,term,,high,4d46b80e6f1ade9c1ab0db577f4249bd
perigraph,خط‌ سرسري‌,dictionaries_master,term,,high,8243f15a0ee6d52d6eff2447d77be85b
perimeter,اسْم : محيط الشكل أو حدُّة الخارجيّ,dictionaries_master,term,,high,4f61cca90835c4b1f0f6e9f0222ceff4
periorals`perioral sphincter muscle,العَضَلَةُ المَصَرَّةُ المُحِيطَةُ بالفَم,dictionaries_master,term,,high,4f6e3f972dccfe44528f6056a7d5f97f
periscope,اسْم : مِنْظارُ الأفُق الذي يُستخدم في الغواصات,dictionaries_master,term,,high,b949b394a229b27e4de7846b31d36137
peristome,جَوفُ الفَم,dictionaries_master,term,,high,df9c7db02fea34a735d0917944344a4e
petit pain,¢¹ء»ر§àإç،ھ¹ش´،أح؛,dictionaries_master,term,,high,cb466501c68eb07451df5be8c9f1d5e5
phacocele,انْخِلاَعُ العَدَسَة,dictionaries_master,term,,high,b8b89716613465a775786cf6e4cd3846
phacocysts>phacocystectomy,قَطْعُ مِحْفَظَةِ العَدَسَة,dictionaries_master,term,,high,a64d78f02bb4972a5f52145ae9db7af1
phacometer,مِقْياسُ العَدَسَة,dictionaries_master,term,,high,d9802f8f126e21990456ef771a0c2a17
phacoscope,مِنْظارُ العَدَسَة,dictionaries_master,term,,high,46d1b716a3d0daf8c5f1116f911204f5
phacoscopy,تَنْظيرُ العَدَسَة,dictionaries_master,term,,high,4186fd4a71ec150f48ddb11e5bad9618
phagocyte,بَلْعَمِيَّة [خلية],dictionaries_master,term,,high,52fdf6790786ce18046e5bf0972b3b58
phallalgia,أَلَمُ القَ,dictionaries_master,term,,high,8a475751cb9dc1cdf8ec6cc7612901e7
phallotomy,بَضْعُ القَ,dictionaries_master,term,,high,cbd96588f60114cbd197c8c5bf532624
pharmacal,صَيدَلِيّ,dictionaries_master,term,,high,29b4ef5d38151b98f98b37ce53f4fd6c
pharmacals)pharmaceutic,صَيْدَلانِيّ,dictionaries_master,term,,high,7c35de6dee5563c6174ffa66517bb789
pharmacist,اسْم : الصيدليّ,dictionaries_master,term,,high,43e902be9bf617e9d2b3ef950c5f571b
pharmaco-,سابقة بمعنى الدَّوَاء,dictionaries_master,term,,high,c38815377e2db49d50b3f01723edabb8
"pharmacys,pharyng-",سابقة بمعنى البُلْعُوْم,dictionaries_master,term,,high,fce400f62c6f4b53c72c9b0eaf466424
pharyng-s-pharyngalgia,أَلَمُ البُلْ,dictionaries_master,term,,high,1afcc06f6460479de948777e9c749298
pharyngeus<canalis spinal,النَّفَقُ السِّيْسَائِيّ,dictionaries_master,term,,high,97d85a252dacdbcd7b6878d9d2e88396
pharyngis Waponeurosis pharyngobasilar,سِفاقُ قاعِدَةِ البُلْ,dictionaries_master,term,,high,6511d9e0daffd337d4867002764a5956
pharyngo-sv!pharyngo-conjunctival fever vir,فيروسُ الحُمَّى البُلْعُوميَّةُ المُلْتَحِميَّة,dictionaries_master,term,,high,801affa77c695e84d2db8285e8028d26
phasemeter,علوم مهندسى :,dictionaries_master,term,,high,e9b16bc3e770b2a7c9df885bd64198d0
phenomenonbloodinflux Yblood-testis barrier,الحائِلُ الدَّمَوِيُّ الخُصْوِيّ,dictionaries_master,term,,high,fa08658f7ddad667099d35f44466df21
