en,ar,category
squamosomastoid suture,الدَّرْزُ الصَّدَفِيُّ الخُشَّائِيّ,
squamosphenoid,صَدَفِيٌّ وَتَدِيّ,
squamosphenoid suture,الدَّرْزُ الوَتِدِيُّ الصَّدَفِيّ,
squamotemporal,صَدَفِيٌّ صُدْغِيّ,
squamotympanic,صَدَفِيٌّ طَبْلِيّ,
squamotympanic fissure,الشَّقُّ الصَّدَفِيُّ الطَّبْلِيّ,
squamotympanic fissure (=fissura petrotympanica),الشَّقُّ الصَّخْرِيُّ الطَّبْلِيّ,
squamotympanic fissure (=fissura petrotympanica),الشَّقُّ الصَّدَفِيُّ الطَّبْلِيّ,
squamous,حَرْشَفيّ,
squamous,صَدَفيّ,
squamous,وَسْفيّ,
squamous alveolar cell,خَلِيَّةٌ حَرْشَفِيَّةٌ سِنْخِيَّة,Cell biology
squamous bone (=pars squamosa ossis temporalis),الجُزْءُ الصَّدَفِيُّ لِلعَظْمِ الصُّدْغِيّ,Anatomy
squamous bone (=pars squamosa ossis temporalis),العَظْمُ الصَّدَفِيّ,Anatomy
squamous carcinoma (=squamous cell carcinoma),سَرَطانَةُ الخَلاَيا الحَرْشَفِيَّة,Oncology
squamous cell,خَليَّةٌ حَرْشَفِيَّة,Cell biology
squamous cell carcinoma,سَرَطانَة حَرْشَفيَّة الخَلايا,Oncology
squamous cell epithelioma,وَرَمٌ ظِهاريٌّ حَرْشَفِيُّ الخَلايا,Oncology
squamous cell epithelioma (=squamous cell carcinoma),سَرَطانَةٌ حَرْشَفِيَّةُ الخَلايَا,Oncology
squamous cell epithelioma (=squamous cell carcinoma),وَرَمٌ ظِهَارِيٌّ حَرْشَفِيُّ الخَلاَيا,Oncology
squamous cell papilloma,الوَرَمُ الحُلَيمِيُّ ذُوالخَلاَيا الحَرْشَفِيَّة,Oncology
squamous epithelium,ظِهارَةٌ حَرْشَفِيَّةُ الخَلايَا,Anatomy
squamous eruption,طَفَحٌ حَرْشَفِيّ,
squamous margin of greater wing of sphenoid bone (=margo squamous alae majoris),الحافَةُ الصَدَفِيَّةُ للجَناحِ الكَبيرِ للعَظْمِ الوَتَدِيّ,Anatomy
squamous margin of parietal bone,الحافَةُ الصَّدَفِيَّةُ للعَظْمِ الجِدارِيّ,Anatomy
squamous metaplasia,حُؤولٌ حَرْشَفِيّ,
squamous part of occipital bone (=squama occipitalis),صَدَفَة القَذالِيّ,Anatomy
squamous part of occipital bone (=squama occipitalis),الجُزْءُ الصَّدَفِيُّ للعَظْمِ القَذالِيّ,Anatomy
squamous part of temporal bone,الجُزْءُ الصَّدَفِيُّ للعَظْمِ الصُّدْغِيّ,Anatomy
squamous seborrheic blepharitis,الْتِهابُ الجَفْنِ التَّوَسُّفِيُّ المَثِّيّ,
squamous suture,دَرْزٌ حَرْشَفِيّ,
squamous suture,دَرْزٌ صَدَفِيّ,
squamous suture of cranium,دَرْزٌ صَدَفِيٌّ قِحْفِيّ,Anatomy
squamous syphilid,طَفْحَة زُهْرِيَّة حَرْشَفِيَّة,
squamozygomatic,صَدَفِيٌّ وَجْنِيّ,
square,مُرَبَّع,
square,يُرَبِّع,
square broach,شَوكَةٌ مُرَبَّعَة,
square centimeter,سَنْتي مِتر مُرَبَّع,
square knot,عُقْدَةٌ مُرَبَّعَة,
square rods wax,شَمْعُ الأَعْوادِ المُرَبَّعَة,
squash,قَرْع,
squash,يَفْعَس,
squash bite,عَضَّةٌ رَقيقَة,
squash bite,عَضَّة ضَحْلَة,
squash technique,طَريقَة التَّهْريس,
squatting,إِقْعاءٌ,
squatting facet,الوُجَيهُ القُرْفُصائِيّ,
squatting test,اخْتِبارُ القُرْفَصاء,Diagnostics(symptoms&signs)
squeeze,عَصْر,
squeeze,يَعْصِر,
squeeze dynamometer,مَقْياسُ قُوَّةِ قَبْضَةِ اليَد,
squeezer,عَصَّارَة,
squeezing,عَصْر,
squill,العُنْصُل,
squillitic,عُنْصُلِيّ,
squint,حَوَل,
squint angle,زاوِيَةُ الحَوَل,Ophthalmology and optics
squint deviation,انْحِرافٌ حَوَلِيّ,
squint hook (=muscle hook,صِنارَةُ العَضَلَة,Anatomy
squint hook (=muscle hook,صِنارَةُ الحَوَل,Anatomy
squinting eye,العَينُ الحَولاَء,
squirrel flea,بُرْغوثُ السَّناجيب,
squirrel-plague conjunctivitis (conjunctivitis tularensis),الْتِهابُ المُلْتَحِمَةِ النَّاجِمُ عن التُّولاَريمِيَّات,
squirrel-plague conjunctivitis (conjunctivitis tularensis),الْتِهابُ المُلْتَحِمَةِ بطَاعونِ السَّناجِب,
swab stick,عود المسحة,Ophthalmology and optics
swaddling,لِفَافَة، تَقْمِيط,
swallow apnea,انْقِطاعُ النَفَس أَثْنَاء البَلْع,
swallowing examination,فَحْص البَلْع,
swallowing status,حَالَة البَلْع,
swallowing status: esophageal phase,حَالَة البَلْع: الطَّورْ المَرِيئِي,
swallowing status: oral phase,حَالَة البَلْع: الطَّورْ الفَمَوِي,
swallowing status: pharyngeal phase,حَالَة البَلْع: الطَّور البلعوميّ,
swallowing therapy,عِلاج البَلْع,
swan neck deformity,تَشَوُّهٌ شَبِيْهٌ بعُنُقِ البَجْعَة,
sway,يَتَمَايَل,
sway,تَرَنُّح,Rehabilitation
sweat electrolytes test,اخْتِبَار كَهَارِل العَرَق,
sweat gland abscess,خُرَاج الغُّدَّة العَرَقِيَّة,
swedish knee cage,القفص السويدي للركبة,Rehabilitation
sweep tapping,طَرْق سريع,
sweet gas,الغاز الحلو,
swimmer’s ear,أُذُنُ السَّبَّاحين,
swimmer’s itch,حِكَّةُ السَّبَّاحين,
swimming reflex,مُنْعَكَس السِّبَاحَة,
swineherd’s disease,داء رعاة الخنازير,
swing phase control,ضبط مرحلة التأرجح,Rehabilitation
swing phase of gait,طَوْر الأَرْجَحَة من المِشْيَة,
swing phase of the gait cycle,مرحلة التأرجح في دورة المشي,Rehabilitation
swinging vision,رؤية متأرجحة,Common entries
switch over experimental design designs,تصميم دراسة تعابرية,Biostatistics
switch region,منطقة تبديل,Common entries
switch site,مَوْقِع التَّبْدِيل,
switching from outgoing to withdrawn,التحوُّل من الاختلاط إلى الانسحاب,Anthropology and anthropometrics
switching from well-behaved to rebellious,التحول من السلوك الحسن إلى التمرد,Anthropology and anthropometrics
swivel walker,مشاية دورانية,Rehabilitation
swollen gland,عقدة متورمة,Common entries
swollen ovaries syndrome,متلازمة المبيض المتورم,Obstetrics and gynecology
sworn virgins,عذارى القَسَم,sexology
swab,قَطيلَة,
swab,مَسْحَة,
swab,ماسِحَة,
swaddler,قِماط,
swage,يُطَرِّق,
swaged,مُطَرَّق,
swaged cast crown,تاجٌ مَصْبوبٌ على قَلَنْسُوَةٍ,
swaged crown,تاجٌ مُطَرَّق,
swaged needle,إِبْرَة مُطَرَّقَة,
swager,طَرَّاقَة,
swaging,تَطْريق,
swallow,بَلْعَة,
swallow,بَلْع,
swallow,يَبْلَع,
swallow syncope,غَشْيُ البَلْع,
swallowing,بَلْع,
swallowing center,مَرْكَزُ البَلْع,
swallowing reflex,مُنْعَكَسُ البَلْع,
swallowing threshold,عَتَبَة البَلْع,
swallow's nest (=nidus avis),وَهْدَة لَوزَةِ المُخَيخ,
swallow's nest (=nidus avis),عُشُّ السَّنونو,
swamp fever,الملاريا,Infectious diseases
swamp fever,حُمَّى الحَمَأة,Infectious diseases
swamp fever,حُمَّى المُسْتَنْقَعات,Infectious diseases
swamp sumac (=poison sumac),سُمَّاقٌ سُمِّيّ,
swamp sumac (=poison sumac),سُمَّاقُ المُسْتَنْقَعات,
swan-neck deformity,تَشَوُّهٌ شَبِيْهٌ بعُنُقِ البَجْعَة,
swap,يُقَايِضُ,
swap-in,يُوْدِع,
swap-out,يُبْعِد,
swarm spore,بَوغٌ خَشْرَمِيّ,
swarming,انْثِيال,
sway back (=lordosis),ظَهْرٌ مُنْحَني,
sway back (=lordosis),قَعَس,
swayback,رَنَحٌ حَيَوانِيّ,
swayback,قَعَسُ الخَيْل,
swayback nose,أَنْفٌ سَرْجِيّ,
swaying gait (=cerebellar gait,مِشْيَةٌ مُخَيخِيَّة,Diagnostics(symptoms&signs)
swaying gait (=cerebellar gait,مِشْيَةٌ تَرَنُّحِيَّة,Diagnostics(symptoms&signs)
sweat,عَرَق,
sweat bath,حَمَّامٌ تَعْريقِيّ,
sweat center,مَرْكَزُ التَّعَرُّق,
sweat duct,قَناةٌ عَرَقِيَّة,
sweat glands,غُدَدٌ عَرَقِيَّة,Anatomy
sweat pore,مَسَمٌّ عَرَقِيّ,
sweat retention syndrome,مُتَلاَزِمَة احْتِباسِ العَرَق,Diagnostics(symptoms&signs)
sweat test,اخْتِبارُ العَرَق,Diagnostics(symptoms&signs)
sweating,تَعَرُّق,
sweating sickness,داء التَّعَرُّق,
sweating stage,دَورُ التَّعَرُّق,
sweating test,اخْتِبارُ التَّعَرُّق,Diagnostics(symptoms&signs)
sweeny,ضُمُوْرٌ مَنْكِبِيّ,
sweet almond,لَوزٌ حُلْو,Botany
sweet almond oil,زَيتُ اللَّوزِ الحُلْو,
sweet balm (=Melissa),البَلَسانُ الحُلْو,
sweet balm (=Melissa),مَلِّيسَة,
sweet birch oil,ساليسيلات المِتيل,
sweet birch oil,زَيتُ البَتولَة,
sweet gas (=carbon monoxide,الغازُ الحُلْو,
sweet oil (=olive oil),زَيتُ الزَّيتون,
sweet oil (=olive oil),الزَّيتُ الحُلْو,
sweet orange oil,زَيتُ البُرتُقالِ الحُلْو,
sweet orange peel tincture,صَبْغَة قِشْرِ البُرْتَقالِ الحُلْو,
sweet pepper,فُلَيفُلَة حُلْوَة,
sweet precipitate (=calomel),كالوميل,
sweet precipitate (=calomel),رُسابَة حُلْوَة,
sweet root (=glycyrrhiza),جَذْرُ العِرْقَسوس,
sweet spirit of nitre,رُوْحُ نتريت الإِيثيل,
sweet spirit of nitre,رُوْحٌ نتريٌّ حُلْو,
swelled head (=bighead,ضُخَامُ الرَّأْس,Anatomy
swelled head (=bighead,رَأْسٌ مُتَوَرِّم,Anatomy
swellhead,تَوَرُّمُ الرَّأْس,
swelling,تَوَرُّم,
swimmers' dermatitis,الْتِهابُ جِلْدِ السَّبَّاحين,
swimmers' ear (=otitis externa),الْتِهَابُ الأُذُنِ الظَّاهِرَة,
swimmers' ear (=otitis externa),أُذُنُ السَّبَّاحين,
swimmers' itch,حِكَّةُ السَّبَّاحين,Dermatology
swimming pool conjunctivitis,الْتِهابُ المُلْتَحِمَةِ المَسْبَحِيّ,
swimming pool granuloma,الوَرَمُ الحُبَيبِيُّ النَّاجِمُ عن المَسْبَح,Oncology
swine dysentery,زُحارُ الخَنازير,
swine erysipelas,حُمْرَةٌ خِنْزيرِيَّة,
swine herds' disease,داءُ رُعاةِ الخَنازير,Diagnostics(symptoms&signs)
swine influenza,نَزْلَةٌ خِنْزيرِيَّة,
swine leptospirosis,داءُ البَريمِيَّاتِ الخِنْزيرِيّ,
swine plague (=hog cholera),طاعُونُ الخَنازير,
swine rotlauf bacillus (=Erysipelothrix rhusiopathiae),الحُمْرِيَّةُ المُوَرِّدَة,
swinepox,جُدَرِي الخِنْزير,
swinepox virus,فيروسُ جُدَرِيُّ الخَنازير,
swing (=sling,مِعْلاق,
swing bed,سَريرٌ مُتَجَوِّل,
swing phase,طَورُ التَّأَرْجُح,Orthopedics
swing-bed,سَريرٌ مُتَحَوِّل,
swinger,مِقْلاَع,
swing-through gait,مِشْيَةُ التَّأَرْجُحِ المُتَجاوِز,Diagnostics(symptoms&signs)
swing-to gait,مِشْيَةُ التَّأَرْجُحِ المُلاَحِق,Diagnostics(symptoms&signs)
switch,بَدَّالَة,
swollen belly,بَطْنٌ وارِم,
swoon (=syncope,غَشْي,
tsutsugamushi,تسوتسوغاموشي,"Taxonomy, nosology and classification"
tzetze (=tsetse),تسي تسي,
twelfth-year molar,رَحَى الثانية عشرة,Anatomy
twin monster,مِسخ توأمي,Diagnostics(symptoms&signs)
