en	ar	section	type	source
skills training	تَدريب المَهَارَات	GENERAL	term	WHO_UMD
skim milk	لَبَنٌ مَقْشُودٌ	NUTRITION AND DIETETICS	term	WHO_UMD
skimming	اقتناص أفضل الفرص	GENERAL	phrase	WHO_UMD
skimping	تغافل	GENERAL	term	WHO_UMD
skin barrier	حَاجِز الجِلْد	GENERAL	term	WHO_UMD
skin biology	بيولوجيا الجلد	COMMON ENTRIES	term	WHO_UMD
skin biopsy	خَزْعَة جلدية	DERMATOLOGY	term	WHO_UMD
skin biopsy punch forcep	مِلْقَطُ القَرْض للخَزْعَات الجلدية	SURGERY	phrase	WHO_UMD
skin biopsy punch forceps	مِلقط خارِم للخزعات الجلدية	SURGERY	phrase	WHO_UMD
skin button	بُرْعُم جِلْدِيّ	GENERAL	term	WHO_UMD
skin cancer	سَرَطان الجِلْد	GENERAL	term	WHO_UMD
skin care	رعاية الجلد	REHABILITATION	term	WHO_UMD
skin care: donor site	العِنَايَة بالجِلْد: مَوْقِع المُتبرِّع	GENERAL	phrase	WHO_UMD
skin care: graft site	العِنَايَة بالجِلْد: مَوْقِع الطُّعْم	GENERAL	phrase	WHO_UMD
skin care: topical treatments	العِنَايَة بالجِلْد: عِلاجَات مَوْضِعِيَّة	GENERAL	phrase	WHO_UMD
skin glue	صمغ جلدي	SURGERY	term	WHO_UMD
skin pigment	تَصَبُّغ جِلْدِيّ	GENERAL	term	WHO_UMD
skin prep	تَحْضِير الجِلْد	GENERAL	term	WHO_UMD
skin self-examination	فحص ذاتي للجلد	DERMATOLOGY	phrase	WHO_UMD
skin self-examination (SSE)	الفَحْص الذَّاتِيّ للجِلْد	GENERAL	phrase	WHO_UMD
skin substitute	بَدائل الجلد	GENERAL	term	WHO_UMD
skin surveillance	تَرَصُّد الجِلْد	GENERAL	term	WHO_UMD
skin turgor	مرونة الجِلْد	GENERAL	term	WHO_UMD
skinfold calipers	فرجار ثنية الجلد	ANTHROPOLOGY AND ANTHROPOMETRICS	phrase	WHO_UMD
skinfold thickness	سَمَاكَة ثَنْيَة الجِلْد	GENERAL	phrase	WHO_UMD
skipper	الصوري	BIOLOGY	term	WHO_UMD
skis	زلاجات على الجليد	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
skull x-ray	تَصْوِير الجُمْجُمَة بالأَشِّعَّة السِّينِيَّة	GENERAL	phrase	WHO_UMD
skullcap	قلنسوة الجمجمة	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
skin rash	طفح جلدي	DERMATOLOGY	term	WHO_UMD
squama	تَوَسُّف - صدفة	GENERAL	phrase	WHO_UMD
squamocolumnar	حرشفي عمودي	COMMON ENTRIES	term	WHO_UMD
squamocolumnar junction	منطقة الوصلة التَوَسُّفية الأُسْطوَانِيّة	GENERAL	phrase	WHO_UMD
squamous blepharitis	الْتِهابُ الجَفْنِ التَّوَسُّفِيّ	GENERAL	phrase	WHO_UMD
squamous cell	خَليَّةٌ تَوَسُّفيَّة	GENERAL	term	WHO_UMD
squamous epithelium simple	ظِهارَةٌ تَوَسُّفيَّةُ بَسِيطَة	GENERAL	phrase	WHO_UMD
squamous epithelium stratified	ظِهارَةٌ تَوَسُّفيَّةُ مُطَبَّقة	GENERAL	phrase	WHO_UMD
square inch	إنش مربع	MEASURES	term	WHO_UMD
square window	نَافِذَة مُرَبَّعة	GENERAL	term	WHO_UMD
squatting position	وَضْعِيَّة القُرْفَصاء	GENERAL	term	WHO_UMD
squeeze-film lubrication	عُصَارَة تَزْليِق الفِلْم	GENERAL	phrase	WHO_UMD
squalene	سكوالين	GENERAL	term	WHO_UMD
squama alveolaris	الصَّدَفَة السِّنْخِيَّة	GENERAL	term	WHO_UMD
squama frontalis	صَدَفَة العَظْمِ الجَبْهِيّ	ANATOMY	phrase	WHO_UMD
squama NA [pl.squamae]	صَدَفَة	GENERAL	phrase	WHO_UMD
squama occipitalis	صَدَفَة العَظْمِ القَذالِيّ	ANATOMY	phrase	WHO_UMD
squama of frontal bone	صَدَفَة العَظْمِ الجَبْهِيّ	ANATOMY	phrase	WHO_UMD
squama of temporal bone	صَدَفَة العَظْمِ الصُّدْغِيّ	ANATOMY	phrase	WHO_UMD
squama temporalis	صَدَفَة العَظْمِ الصُّدْغِيّ	GENERAL	phrase	WHO_UMD
squamae [sing.squama]	صَدَفات	GENERAL	term	WHO_UMD
squamate	حَرْشَفِيّ	GENERAL	term	WHO_UMD
squamate	صَدَفِيّ	GENERAL	term	WHO_UMD
squamatization	تَحَرْشُف	GENERAL	term	WHO_UMD
squame	حَرْشَفَة	GENERAL	term	WHO_UMD
squamocellular	حَرْشَفِيُّ الخَلاَيا	DERMATOLOGY	term	WHO_UMD
squamofrontal	صَدَفِيٌّ جَبْهِيّ	GENERAL	term	WHO_UMD
squamoid	حَرْشَفِيُّ الشَّكل	GENERAL	term	WHO_UMD
squamoid	شَبِيْهٌ بالصَّدفَة	GENERAL	term	WHO_UMD
squamomandibular	صَدَفِيٌّ فَكّ سُفْلِيّ	GENERAL	phrase	WHO_UMD
squamomastoid	صَدَفِيٌّ خُشَّائِيّ	GENERAL	term	WHO_UMD
squamo-occipital	صَدَفِيٌّ قَذالِيّ	GENERAL	term	WHO_UMD
squamo-occipital bone	العَظْمُ الصَّدَفِيُّ القَذالِيّ	ANATOMY	phrase	WHO_UMD
squamoparietal	صَدَفِيٌّ جِدارِيّ	GENERAL	term	WHO_UMD
squamoparietal suture	الدَّرْزُ الصَّدَفِيُّ الجِدارِيّ	GENERAL	phrase	WHO_UMD
squamopetrosal	صَدَفِيٌّ صَخْرِيّ	GENERAL	term	WHO_UMD
squamosa	حَرْشَفِيّ	GENERAL	term	WHO_UMD
squamosa	صَدَفِيّ	GENERAL	term	WHO_UMD
squamosal	حَرْشَفِيّ	GENERAL	term	WHO_UMD
squamosal	صَدَفِيّ	GENERAL	term	WHO_UMD
squamosal	وَسْفِيّ	GENERAL	term	WHO_UMD
squamosomastoid suture	الدَّرْزُ الصَّدَفِيُّ الخُشَّائِيّ	GENERAL	phrase	WHO_UMD
squamosphenoid	صَدَفِيٌّ وَتَدِيّ	GENERAL	term	WHO_UMD
squamosphenoid suture	الدَّرْزُ الوَتِدِيُّ الصَّدَفِيّ	GENERAL	phrase	WHO_UMD
squamotemporal	صَدَفِيٌّ صُدْغِيّ	GENERAL	term	WHO_UMD
squamotympanic	صَدَفِيٌّ طَبْلِيّ	GENERAL	term	WHO_UMD
squamotympanic fissure	الشَّقُّ الصَّدَفِيُّ الطَّبْلِيّ	GENERAL	phrase	WHO_UMD
squamotympanic fissure (=fissura petrotympanica)	الشَّقُّ الصَّخْرِيُّ الطَّبْلِيّ	GENERAL	phrase	WHO_UMD
squamotympanic fissure (=fissura petrotympanica)	الشَّقُّ الصَّدَفِيُّ الطَّبْلِيّ	GENERAL	phrase	WHO_UMD
squamous	حَرْشَفيّ	GENERAL	term	WHO_UMD
squamous	صَدَفيّ	GENERAL	term	WHO_UMD
squamous	وَسْفيّ	GENERAL	term	WHO_UMD
squamous alveolar cell	خَلِيَّةٌ حَرْشَفِيَّةٌ سِنْخِيَّة	CELL BIOLOGY	phrase	WHO_UMD
squamous bone (=pars squamosa ossis temporalis)	الجُزْءُ الصَّدَفِيُّ لِلعَظْمِ الصُّدْغِيّ	ANATOMY	sentence	WHO_UMD
squamous bone (=pars squamosa ossis temporalis)	العَظْمُ الصَّدَفِيّ	ANATOMY	sentence	WHO_UMD
squamous carcinoma (=squamous cell carcinoma)	سَرَطانَةُ الخَلاَيا الحَرْشَفِيَّة	ONCOLOGY	phrase	WHO_UMD
squamous cell	خَليَّةٌ حَرْشَفِيَّة	CELL BIOLOGY	term	WHO_UMD
squamous cell carcinoma	سَرَطانَة حَرْشَفيَّة الخَلايا	ONCOLOGY	phrase	WHO_UMD
squamous cell epithelioma	وَرَمٌ ظِهاريٌّ حَرْشَفِيُّ الخَلايا	ONCOLOGY	phrase	WHO_UMD
squamous cell epithelioma (=squamous cell carcinoma)	سَرَطانَةٌ حَرْشَفِيَّةُ الخَلايَا	ONCOLOGY	sentence	WHO_UMD
squamous cell epithelioma (=squamous cell carcinoma)	وَرَمٌ ظِهَارِيٌّ حَرْشَفِيُّ الخَلاَيا	ONCOLOGY	sentence	WHO_UMD
squamous cell papilloma	الوَرَمُ الحُلَيمِيُّ ذُوالخَلاَيا الحَرْشَفِيَّة	ONCOLOGY	phrase	WHO_UMD
squamous epithelium	ظِهارَةٌ حَرْشَفِيَّةُ الخَلايَا	ANATOMY	phrase	WHO_UMD
squamous eruption	طَفَحٌ حَرْشَفِيّ	GENERAL	term	WHO_UMD
squamous margin of greater wing of sphenoid bone (=margo squamous alae majoris)	الحافَةُ الصَدَفِيَّةُ للجَناحِ الكَبيرِ للعَظْمِ الوَتَدِيّ	ANATOMY	sentence	WHO_UMD
squamous margin of parietal bone	الحافَةُ الصَّدَفِيَّةُ للعَظْمِ الجِدارِيّ	ANATOMY	phrase	WHO_UMD
squamous metaplasia	حُؤولٌ حَرْشَفِيّ	GENERAL	term	WHO_UMD
squamous part of occipital bone (=squama occipitalis)	صَدَفَة القَذالِيّ	ANATOMY	sentence	WHO_UMD
squamous part of occipital bone (=squama occipitalis)	الجُزْءُ الصَّدَفِيُّ للعَظْمِ القَذالِيّ	ANATOMY	sentence	WHO_UMD
squamous part of temporal bone	الجُزْءُ الصَّدَفِيُّ للعَظْمِ الصُّدْغِيّ	ANATOMY	phrase	WHO_UMD
squamous seborrheic blepharitis	الْتِهابُ الجَفْنِ التَّوَسُّفِيُّ المَثِّيّ	GENERAL	phrase	WHO_UMD
squamous suture	دَرْزٌ حَرْشَفِيّ	GENERAL	term	WHO_UMD
squamous suture	دَرْزٌ صَدَفِيّ	GENERAL	term	WHO_UMD
squamous suture of cranium	دَرْزٌ صَدَفِيٌّ قِحْفِيّ	ANATOMY	phrase	WHO_UMD
squamous syphilid	طَفْحَة زُهْرِيَّة حَرْشَفِيَّة	GENERAL	phrase	WHO_UMD
squamozygomatic	صَدَفِيٌّ وَجْنِيّ	GENERAL	term	WHO_UMD
square	مُرَبَّع	GENERAL	term	WHO_UMD
square	يُرَبِّع	GENERAL	term	WHO_UMD
square broach	شَوكَةٌ مُرَبَّعَة	GENERAL	term	WHO_UMD
square centimeter	سَنْتي مِتر مُرَبَّع	GENERAL	phrase	WHO_UMD
square knot	عُقْدَةٌ مُرَبَّعَة	GENERAL	term	WHO_UMD
square rods wax	شَمْعُ الأَعْوادِ المُرَبَّعَة	GENERAL	phrase	WHO_UMD
squash	قَرْع	GENERAL	term	WHO_UMD
squash	يَفْعَس	GENERAL	term	WHO_UMD
squash bite	عَضَّةٌ رَقيقَة	GENERAL	term	WHO_UMD
squash bite	عَضَّة ضَحْلَة	GENERAL	term	WHO_UMD
squash technique	طَريقَة التَّهْريس	GENERAL	term	WHO_UMD
squatting	إِقْعاءٌ	GENERAL	term	WHO_UMD
squatting facet	الوُجَيهُ القُرْفُصائِيّ	GENERAL	term	WHO_UMD
squatting test	اخْتِبارُ القُرْفَصاء	DIAGNOSTICS(SYMPTOMS&SIGNS)	term	WHO_UMD
squeeze	عَصْر	GENERAL	term	WHO_UMD
squeeze	يَعْصِر	GENERAL	term	WHO_UMD
squeeze dynamometer	مَقْياسُ قُوَّةِ قَبْضَةِ اليَد	GENERAL	phrase	WHO_UMD
squeezer	عَصَّارَة	GENERAL	term	WHO_UMD
squeezing	عَصْر	GENERAL	term	WHO_UMD
squill	العُنْصُل	GENERAL	term	WHO_UMD
squillitic	عُنْصُلِيّ	GENERAL	term	WHO_UMD
squint	حَوَل	GENERAL	term	WHO_UMD
squint angle	زاوِيَةُ الحَوَل	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
squint deviation	انْحِرافٌ حَوَلِيّ	GENERAL	term	WHO_UMD
squint hook (=muscle hook	صِنارَةُ العَضَلَة	ANATOMY	phrase	WHO_UMD
squint hook (=muscle hook	صِنارَةُ الحَوَل	ANATOMY	phrase	WHO_UMD
squinting eye	العَينُ الحَولاَء	GENERAL	term	WHO_UMD
squirrel flea	بُرْغوثُ السَّناجيب	GENERAL	term	WHO_UMD
squirrel-plague conjunctivitis (conjunctivitis tularensis)	الْتِهابُ المُلْتَحِمَةِ النَّاجِمُ عن التُّولاَريمِيَّات	GENERAL	phrase	WHO_UMD
squirrel-plague conjunctivitis (conjunctivitis tularensis)	الْتِهابُ المُلْتَحِمَةِ بطَاعونِ السَّناجِب	GENERAL	phrase	WHO_UMD
swab stick	عود المسحة	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
swaddling	لِفَافَة، تَقْمِيط	GENERAL	term	WHO_UMD
swallow apnea	انْقِطاعُ النَفَس أَثْنَاء البَلْع	GENERAL	phrase	WHO_UMD
swallowing examination	فَحْص البَلْع	GENERAL	term	WHO_UMD
swallowing status	حَالَة البَلْع	GENERAL	term	WHO_UMD
swallowing status: esophageal phase	حَالَة البَلْع: الطَّورْ المَرِيئِي	GENERAL	phrase	WHO_UMD
swallowing status: oral phase	حَالَة البَلْع: الطَّورْ الفَمَوِي	GENERAL	phrase	WHO_UMD
swallowing status: pharyngeal phase	حَالَة البَلْع: الطَّور البلعوميّ	GENERAL	phrase	WHO_UMD
swallowing therapy	عِلاج البَلْع	GENERAL	term	WHO_UMD
swan neck deformity	تَشَوُّهٌ شَبِيْهٌ بعُنُقِ البَجْعَة	GENERAL	phrase	WHO_UMD
sway	يَتَمَايَل	GENERAL	term	WHO_UMD
sway	تَرَنُّح	REHABILITATION	term	WHO_UMD
sweat electrolytes test	اخْتِبَار كَهَارِل العَرَق	GENERAL	phrase	WHO_UMD
sweat gland abscess	خُرَاج الغُّدَّة العَرَقِيَّة	GENERAL	phrase	WHO_UMD
swedish knee cage	القفص السويدي للركبة	REHABILITATION	phrase	WHO_UMD
sweep tapping	طَرْق سريع	GENERAL	term	WHO_UMD
sweet gas	الغاز الحلو	GENERAL	term	WHO_UMD
swimmer’s ear	أُذُنُ السَّبَّاحين	GENERAL	term	WHO_UMD
swimmer’s itch	حِكَّةُ السَّبَّاحين	GENERAL	term	WHO_UMD
swimming reflex	مُنْعَكَس السِّبَاحَة	GENERAL	term	WHO_UMD
swineherd’s disease	داء رعاة الخنازير	GENERAL	phrase	WHO_UMD
swing phase control	ضبط مرحلة التأرجح	REHABILITATION	phrase	WHO_UMD
swing phase of gait	طَوْر الأَرْجَحَة من المِشْيَة	GENERAL	phrase	WHO_UMD
swing phase of the gait cycle	مرحلة التأرجح في دورة المشي	REHABILITATION	sentence	WHO_UMD
swinging vision	رؤية متأرجحة	COMMON ENTRIES	term	WHO_UMD
switch over experimental design designs	تصميم دراسة تعابرية	BIOSTATISTICS	phrase	WHO_UMD
switch region	منطقة تبديل	COMMON ENTRIES	term	WHO_UMD
switch site	مَوْقِع التَّبْدِيل	GENERAL	term	WHO_UMD
switching from outgoing to withdrawn	التحوُّل من الاختلاط إلى الانسحاب	ANTHROPOLOGY AND ANTHROPOMETRICS	phrase	WHO_UMD
switching from well-behaved to rebellious	التحول من السلوك الحسن إلى التمرد	ANTHROPOLOGY AND ANTHROPOMETRICS	sentence	WHO_UMD
swivel walker	مشاية دورانية	REHABILITATION	term	WHO_UMD
swollen gland	عقدة متورمة	COMMON ENTRIES	term	WHO_UMD
swollen ovaries syndrome	متلازمة المبيض المتورم	OBSTETRICS AND GYNECOLOGY	phrase	WHO_UMD
sworn virgins	عذارى القَسَم	SEXOLOGY	term	WHO_UMD
swab	قَطيلَة	GENERAL	term	WHO_UMD
swab	مَسْحَة	GENERAL	term	WHO_UMD
swab	ماسِحَة	GENERAL	term	WHO_UMD
swaddler	قِماط	GENERAL	term	WHO_UMD
swage	يُطَرِّق	GENERAL	term	WHO_UMD
swaged	مُطَرَّق	GENERAL	term	WHO_UMD
swaged cast crown	تاجٌ مَصْبوبٌ على قَلَنْسُوَةٍ	GENERAL	phrase	WHO_UMD
swaged crown	تاجٌ مُطَرَّق	GENERAL	term	WHO_UMD
swaged needle	إِبْرَة مُطَرَّقَة	GENERAL	term	WHO_UMD
swager	طَرَّاقَة	GENERAL	term	WHO_UMD
swaging	تَطْريق	GENERAL	term	WHO_UMD
swallow	بَلْعَة	GENERAL	term	WHO_UMD
swallow	بَلْع	GENERAL	term	WHO_UMD
swallow	يَبْلَع	GENERAL	term	WHO_UMD
swallow syncope	غَشْيُ البَلْع	GENERAL	term	WHO_UMD
swallowing	بَلْع	GENERAL	term	WHO_UMD
swallowing center	مَرْكَزُ البَلْع	GENERAL	term	WHO_UMD
swallowing reflex	مُنْعَكَسُ البَلْع	GENERAL	term	WHO_UMD
swallowing threshold	عَتَبَة البَلْع	GENERAL	term	WHO_UMD
swallow's nest (=nidus avis)	وَهْدَة لَوزَةِ المُخَيخ	GENERAL	phrase	WHO_UMD
swallow's nest (=nidus avis)	عُشُّ السَّنونو	GENERAL	phrase	WHO_UMD
swamp fever	الملاريا	INFECTIOUS DISEASES	term	WHO_UMD
swamp fever	حُمَّى الحَمَأة	INFECTIOUS DISEASES	term	WHO_UMD
swamp fever	حُمَّى المُسْتَنْقَعات	INFECTIOUS DISEASES	term	WHO_UMD
swamp sumac (=poison sumac)	سُمَّاقٌ سُمِّيّ	GENERAL	phrase	WHO_UMD
swamp sumac (=poison sumac)	سُمَّاقُ المُسْتَنْقَعات	GENERAL	phrase	WHO_UMD
swan-neck deformity	تَشَوُّهٌ شَبِيْهٌ بعُنُقِ البَجْعَة	GENERAL	phrase	WHO_UMD
swap	يُقَايِضُ	GENERAL	term	WHO_UMD
swap-in	يُوْدِع	GENERAL	term	WHO_UMD
swap-out	يُبْعِد	GENERAL	term	WHO_UMD
swarm spore	بَوغٌ خَشْرَمِيّ	GENERAL	term	WHO_UMD
swarming	انْثِيال	GENERAL	term	WHO_UMD
sway back (=lordosis)	ظَهْرٌ مُنْحَني	GENERAL	phrase	WHO_UMD
sway back (=lordosis)	قَعَس	GENERAL	phrase	WHO_UMD
swayback	رَنَحٌ حَيَوانِيّ	GENERAL	term	WHO_UMD
swayback	قَعَسُ الخَيْل	GENERAL	term	WHO_UMD
swayback nose	أَنْفٌ سَرْجِيّ	GENERAL	term	WHO_UMD
swaying gait (=cerebellar gait	مِشْيَةٌ مُخَيخِيَّة	DIAGNOSTICS(SYMPTOMS&SIGNS)	phrase	WHO_UMD
swaying gait (=cerebellar gait	مِشْيَةٌ تَرَنُّحِيَّة	DIAGNOSTICS(SYMPTOMS&SIGNS)	phrase	WHO_UMD
sweat	عَرَق	GENERAL	term	WHO_UMD
sweat bath	حَمَّامٌ تَعْريقِيّ	GENERAL	term	WHO_UMD
sweat center	مَرْكَزُ التَّعَرُّق	GENERAL	term	WHO_UMD
sweat duct	قَناةٌ عَرَقِيَّة	GENERAL	term	WHO_UMD
sweat glands	غُدَدٌ عَرَقِيَّة	ANATOMY	term	WHO_UMD
sweat pore	مَسَمٌّ عَرَقِيّ	GENERAL	term	WHO_UMD
sweat retention syndrome	مُتَلاَزِمَة احْتِباسِ العَرَق	DIAGNOSTICS(SYMPTOMS&SIGNS)	phrase	WHO_UMD
sweat test	اخْتِبارُ العَرَق	DIAGNOSTICS(SYMPTOMS&SIGNS)	term	WHO_UMD
sweating	تَعَرُّق	GENERAL	term	WHO_UMD
sweating sickness	داء التَّعَرُّق	GENERAL	term	WHO_UMD
sweating stage	دَورُ التَّعَرُّق	GENERAL	term	WHO_UMD
sweating test	اخْتِبارُ التَّعَرُّق	DIAGNOSTICS(SYMPTOMS&SIGNS)	term	WHO_UMD
sweeny	ضُمُوْرٌ مَنْكِبِيّ	GENERAL	term	WHO_UMD
sweet almond	لَوزٌ حُلْو	BOTANY	term	WHO_UMD
sweet almond oil	زَيتُ اللَّوزِ الحُلْو	GENERAL	phrase	WHO_UMD
sweet balm (=Melissa)	البَلَسانُ الحُلْو	GENERAL	phrase	WHO_UMD
sweet balm (=Melissa)	مَلِّيسَة	GENERAL	phrase	WHO_UMD
sweet birch oil	ساليسيلات المِتيل	GENERAL	phrase	WHO_UMD
sweet birch oil	زَيتُ البَتولَة	GENERAL	phrase	WHO_UMD
sweet gas (=carbon monoxide	الغازُ الحُلْو	GENERAL	phrase	WHO_UMD
sweet oil (=olive oil)	زَيتُ الزَّيتون	GENERAL	phrase	WHO_UMD
sweet oil (=olive oil)	الزَّيتُ الحُلْو	GENERAL	phrase	WHO_UMD
sweet orange oil	زَيتُ البُرتُقالِ الحُلْو	GENERAL	phrase	WHO_UMD
sweet orange peel tincture	صَبْغَة قِشْرِ البُرْتَقالِ الحُلْو	GENERAL	phrase	WHO_UMD
sweet pepper	فُلَيفُلَة حُلْوَة	GENERAL	term	WHO_UMD
sweet precipitate (=calomel)	كالوميل	GENERAL	phrase	WHO_UMD
sweet precipitate (=calomel)	رُسابَة حُلْوَة	GENERAL	phrase	WHO_UMD
sweet root (=glycyrrhiza)	جَذْرُ العِرْقَسوس	GENERAL	phrase	WHO_UMD
sweet spirit of nitre	رُوْحُ نتريت الإِيثيل	GENERAL	phrase	WHO_UMD
sweet spirit of nitre	رُوْحٌ نتريٌّ حُلْو	GENERAL	phrase	WHO_UMD
swelled head (=bighead	ضُخَامُ الرَّأْس	ANATOMY	phrase	WHO_UMD
swelled head (=bighead	رَأْسٌ مُتَوَرِّم	ANATOMY	phrase	WHO_UMD
